,Residence State,Residence State Code,Month,Month Code,UCD - ICD Sub-Chapter,UCD - ICD Sub-Chapter Code,Underlying Cause of death,Underlying Cause of death Code,Deaths
4761,Maryland,24,"Jun., 2022",2022/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,106
4762,Maryland,24,"Jul., 2022",2022/07,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,27
4763,Maryland,24,"Jul., 2022",2022/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,89
4764,Maryland,24,"Aug., 2022",2022/08,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,18
4765,Maryland,24,"Aug., 2022",2022/08,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,91
4766,Maryland,24,"Sep., 2022",2022/09,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,15
4767,Maryland,24,"Sep., 2022",2022/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,93
4768,Maryland,24,"Oct., 2022",2022/10,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,36
4769,Maryland,24,"Oct., 2022",2022/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,134
4770,Maryland,24,"Nov., 2022",2022/11,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,28
4771,Maryland,24,"Nov., 2022",2022/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,132
4772,Maryland,24,"Dec., 2022",2022/12,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,13
4773,Maryland,24,"Dec., 2022",2022/12,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,31
4774,Maryland,24,"Dec., 2022",2022/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,11
4775,Maryland,24,"Dec., 2022",2022/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,134
4776,Maryland,24,"Jan., 2023",2023/01,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,22
4777,Maryland,24,"Jan., 2023",2023/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,118
4778,Maryland,24,"Feb., 2023",2023/02,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,17
4779,Maryland,24,"Feb., 2023",2023/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,123
4780,Maryland,24,"Mar., 2023",2023/03,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,29
4781,Maryland,24,"Mar., 2023",2023/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,132
4782,Maryland,24,"Apr., 2023",2023/04,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,11
4783,Maryland,24,"Apr., 2023",2023/04,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,20
4784,Maryland,24,"Apr., 2023",2023/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,122
4785,Maryland,24,"May, 2023",2023/05,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,16
4786,Maryland,24,"May, 2023",2023/05,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,23
4787,Maryland,24,"May, 2023",2023/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,101
4788,Maryland,24,"Jun., 2023",2023/06,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,17
4789,Maryland,24,"Jun., 2023",2023/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,85
4790,Maryland,24,"Jul., 2023",2023/07,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,10
4791,Maryland,24,"Jul., 2023",2023/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,105
4792,Maryland,24,"Aug., 2023",2023/08,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,12
4793,Maryland,24,"Aug., 2023",2023/08,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,97
4794,Maryland,24,"Sep., 2023",2023/09,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,15
4795,Maryland,24,"Sep., 2023",2023/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,90
4796,Maryland,24,"Oct., 2023",2023/10,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,23
4797,Maryland,24,"Oct., 2023",2023/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,104
4798,Maryland,24,"Nov., 2023",2023/11,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,15
4799,Maryland,24,"Nov., 2023",2023/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,116
4800,Maryland,24,"Dec., 2023",2023/12,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,10
4801,Maryland,24,"Dec., 2023",2023/12,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,26
4802,Maryland,24,"Dec., 2023",2023/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,12
4803,Maryland,24,"Dec., 2023",2023/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,137
4804,Maryland,24,"Jan., 2024 (provisional)",2024/01,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,24
4805,Maryland,24,"Jan., 2024 (provisional)",2024/01,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,31
4806,Maryland,24,"Jan., 2024 (provisional)",2024/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,115
4807,Maryland,24,"Feb., 2024 (provisional)",2024/02,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,25
4808,Maryland,24,"Feb., 2024 (provisional)",2024/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,102
4809,Maryland,24,"Mar., 2024 (provisional)",2024/03,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,16
4810,Maryland,24,"Mar., 2024 (provisional)",2024/03,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,20
4811,Maryland,24,"Mar., 2024 (provisional)",2024/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,110
4812,Maryland,24,"Apr., 2024 (provisional)",2024/04,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,15
4813,Maryland,24,"Apr., 2024 (provisional)",2024/04,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,28
4814,Maryland,24,"Apr., 2024 (provisional)",2024/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,111
4815,Maryland,24,"May, 2024 (provisional)",2024/05,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,12
4816,Maryland,24,"May, 2024 (provisional)",2024/05,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,20
4817,Maryland,24,"May, 2024 (provisional)",2024/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,125
4818,Maryland,24,"Jun., 2024 (provisional)",2024/06,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,10
4819,Maryland,24,"Jun., 2024 (provisional)",2024/06,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,26
4820,Maryland,24,"Jun., 2024 (provisional)",2024/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,11
4821,Maryland,24,"Jun., 2024 (provisional)",2024/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,100
4822,Maryland,24,"Jul., 2024 (provisional)",2024/07,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,13
4823,Maryland,24,"Jul., 2024 (provisional)",2024/07,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,18
4824,Maryland,24,"Jul., 2024 (provisional)",2024/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,87
4825,Maryland,24,"Aug., 2024 (provisional)",2024/08,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,19
4826,Maryland,24,"Aug., 2024 (provisional)",2024/08,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,19
4827,Maryland,24,"Aug., 2024 (provisional)",2024/08,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,95
4828,Maryland,24,"Sep., 2024 (provisional)",2024/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,77
4829,Maryland,24,"Oct., 2024 (provisional)",2024/10,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,15
4830,Maryland,24,"Oct., 2024 (provisional)",2024/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,85
4831,Maryland,24,"Nov., 2024 (provisional)",2024/11,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,18
4832,Maryland,24,"Nov., 2024 (provisional)",2024/11,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,20
4833,Maryland,24,"Nov., 2024 (provisional)",2024/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,97
4834,Maryland,24,"Dec., 2024 (provisional)",2024/12,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,13
4835,Maryland,24,"Dec., 2024 (provisional)",2024/12,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,21
4836,Maryland,24,"Dec., 2024 (provisional)",2024/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,133
4837,Maryland,24,"Jan., 2025 (provisional and partial)",2025/01,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,15
4838,Maryland,24,"Jan., 2025 (provisional and partial)",2025/01,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,45
4839,Maryland,24,"Jan., 2025 (provisional and partial)",2025/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,115
4840,Maryland,24,"Feb., 2025 (provisional and partial)",2025/02,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,13
4841,Maryland,24,"Feb., 2025 (provisional and partial)",2025/02,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,39
4842,Maryland,24,"Feb., 2025 (provisional and partial)",2025/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,10
4843,Maryland,24,"Feb., 2025 (provisional and partial)",2025/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,104
4844,Maryland,24,"Mar., 2025 (provisional and partial)",2025/03,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,11
4845,Maryland,24,"Mar., 2025 (provisional and partial)",2025/03,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,32
4846,Maryland,24,"Mar., 2025 (provisional and partial)",2025/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,116
4847,Maryland,24,"Apr., 2025 (provisional and partial)",2025/04,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,25
4848,Maryland,24,"Apr., 2025 (provisional and partial)",2025/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,10
4849,Maryland,24,"Apr., 2025 (provisional and partial)",2025/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,89
4850,Maryland,24,"May, 2025 (provisional and partial)",2025/05,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,23
4851,Maryland,24,"May, 2025 (provisional and partial)",2025/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,10
4852,Maryland,24,"May, 2025 (provisional and partial)",2025/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,100
4853,Maryland,24,"Jun., 2025 (provisional and partial)",2025/06,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,25
4854,Maryland,24,"Jun., 2025 (provisional and partial)",2025/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,100
4855,Maryland,24,"Jul., 2025 (provisional and partial)",2025/07,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,11
4856,Maryland,24,"Jul., 2025 (provisional and partial)",2025/07,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,16
4857,Maryland,24,"Jul., 2025 (provisional and partial)",2025/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,93
4858,Maryland,24,"Aug., 2025 (provisional and partial)",2025/08,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,24
4859,Maryland,24,"Aug., 2025 (provisional and partial)",2025/08,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,106
4860,Maryland,24,"Sep., 2025 (provisional and partial)",2025/09,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,15
4861,Maryland,24,"Sep., 2025 (provisional and partial)",2025/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,55
4862,Massachusetts,25,"Jan., 2018",2018/01,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,13
4863,Massachusetts,25,"Jan., 2018",2018/01,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,61
4864,Massachusetts,25,"Jan., 2018",2018/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,207
4865,Massachusetts,25,"Feb., 2018",2018/02,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,11
4866,Massachusetts,25,"Feb., 2018",2018/02,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,38
4867,Massachusetts,25,"Feb., 2018",2018/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,19
4868,Massachusetts,25,"Feb., 2018",2018/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,174
4869,Massachusetts,25,"Mar., 2018",2018/03,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,38
4870,Massachusetts,25,"Mar., 2018",2018/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,195
4871,Massachusetts,25,"Apr., 2018",2018/04,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,11
4872,Massachusetts,25,"Apr., 2018",2018/04,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,31
4873,Massachusetts,25,"Apr., 2018",2018/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,12
4874,Massachusetts,25,"Apr., 2018",2018/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,176
4875,Massachusetts,25,"May, 2018",2018/05,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,17
4876,Massachusetts,25,"May, 2018",2018/05,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,21
4877,Massachusetts,25,"May, 2018",2018/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,14
4878,Massachusetts,25,"May, 2018",2018/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,181
4879,Massachusetts,25,"Jun., 2018",2018/06,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,30
4880,Massachusetts,25,"Jun., 2018",2018/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,151
4881,Massachusetts,25,"Jul., 2018",2018/07,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,30
4882,Massachusetts,25,"Jul., 2018",2018/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,12
4883,Massachusetts,25,"Jul., 2018",2018/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,150
4884,Massachusetts,25,"Aug., 2018",2018/08,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,12
4885,Massachusetts,25,"Aug., 2018",2018/08,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,20
4886,Massachusetts,25,"Aug., 2018",2018/08,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,147
4887,Massachusetts,25,"Sep., 2018",2018/09,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,12
4888,Massachusetts,25,"Sep., 2018",2018/09,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,29
4889,Massachusetts,25,"Sep., 2018",2018/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,131
4890,Massachusetts,25,"Oct., 2018",2018/10,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,11
4891,Massachusetts,25,"Oct., 2018",2018/10,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,26
4892,Massachusetts,25,"Oct., 2018",2018/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,15
4893,Massachusetts,25,"Oct., 2018",2018/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,162
4894,Massachusetts,25,"Nov., 2018",2018/11,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,30
4895,Massachusetts,25,"Nov., 2018",2018/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,152
4896,Massachusetts,25,"Dec., 2018",2018/12,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,29
4897,Massachusetts,25,"Dec., 2018",2018/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,11
4898,Massachusetts,25,"Dec., 2018",2018/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,170
4899,Massachusetts,25,"Jan., 2019",2019/01,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,13
4900,Massachusetts,25,"Jan., 2019",2019/01,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,43
4901,Massachusetts,25,"Jan., 2019",2019/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,14
4902,Massachusetts,25,"Jan., 2019",2019/01,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,216
4903,Massachusetts,25,"Feb., 2019",2019/02,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,13
4904,Massachusetts,25,"Feb., 2019",2019/02,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,43
4905,Massachusetts,25,"Feb., 2019",2019/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,16
4906,Massachusetts,25,"Feb., 2019",2019/02,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,172
4907,Massachusetts,25,"Mar., 2019",2019/03,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,45
4908,Massachusetts,25,"Mar., 2019",2019/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,16
4909,Massachusetts,25,"Mar., 2019",2019/03,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,195
4910,Massachusetts,25,"Apr., 2019",2019/04,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,11
4911,Massachusetts,25,"Apr., 2019",2019/04,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,34
4912,Massachusetts,25,"Apr., 2019",2019/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,16
4913,Massachusetts,25,"Apr., 2019",2019/04,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,158
4914,Massachusetts,25,"May, 2019",2019/05,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,13
4915,Massachusetts,25,"May, 2019",2019/05,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,33
4916,Massachusetts,25,"May, 2019",2019/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,10
4917,Massachusetts,25,"May, 2019",2019/05,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,175
4918,Massachusetts,25,"Jun., 2019",2019/06,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,14
4919,Massachusetts,25,"Jun., 2019",2019/06,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,34
4920,Massachusetts,25,"Jun., 2019",2019/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,14
4921,Massachusetts,25,"Jun., 2019",2019/06,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,168
4922,Massachusetts,25,"Jul., 2019",2019/07,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,12
4923,Massachusetts,25,"Jul., 2019",2019/07,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,25
4924,Massachusetts,25,"Jul., 2019",2019/07,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,153
4925,Massachusetts,25,"Aug., 2019",2019/08,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,11
4926,Massachusetts,25,"Aug., 2019",2019/08,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,24
4927,Massachusetts,25,"Aug., 2019",2019/08,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,148
4928,Massachusetts,25,"Sep., 2019",2019/09,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,17
4929,Massachusetts,25,"Sep., 2019",2019/09,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,22
4930,Massachusetts,25,"Sep., 2019",2019/09,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,149
4931,Massachusetts,25,"Oct., 2019",2019/10,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,25
4932,Massachusetts,25,"Oct., 2019",2019/10,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,163
4933,Massachusetts,25,"Nov., 2019",2019/11,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,12
4934,Massachusetts,25,"Nov., 2019",2019/11,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,23
4935,Massachusetts,25,"Nov., 2019",2019/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,13
4936,Massachusetts,25,"Nov., 2019",2019/11,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,156
4937,Massachusetts,25,"Dec., 2019",2019/12,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,12
4938,Massachusetts,25,"Dec., 2019",2019/12,Chronic lower respiratory diseases,J40-J47,Chronic obstructive pulmonary disease with acute lower respiratory infection,J44.0,40
4939,Massachusetts,25,"Dec., 2019",2019/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",J44.1,16
4940,Massachusetts,25,"Dec., 2019",2019/12,Chronic lower respiratory diseases,J40-J47,"Chronic obstructive pulmonary disease, unspecified",J44.9,167
4941,Massachusetts,25,"Jan., 2020",2020/01,Chronic lower respiratory diseases,J40-J47,"Emphysema, unspecified",J43.9,10
